Code,iso3,Country,code_note,Value2021,Share2021,Value2023,Share2023,abs_change,pct_change,status
HND,HND,Honduras,,20506.67568,6.987010679913568e-05,6467.01264,2.4976436593308933e-05,-14039.66304,-68.46386639689617,Present in both years
HRV,HRV,Croatia,,259896.09067,0.0008855149364604741,241341.837,0.0009320932901629832,-18554.253670000006,-7.139104563738533,Present in both years
HTI,HTI,Haiti,,324.88914,1.1069584979987034e-06,0.0,0.0,-324.88914,-100.0,Only in 2021 (no 2023 mirror data)
HUN,HUN,Hungary,,2268160.88314,0.007728051372908516,1173037.088,0.004530420470931962,-1095123.79514,-48.282456649368314,Present in both years
IDN,IDN,Indonesia,,2625278.17105,0.008944817241519035,912925.525685,0.003525836081663299,-1712352.645365,-65.2255697795305,Present in both years
IND,IND,India,,4427706.68842,0.01508603071617665,4057640.414723,0.015671130424259813,-370066.27369699953,-8.357967221831839,Present in both years
IRL,IRL,Ireland,,2100564.25406,0.0071570180881516225,509656.863652,0.0019683605163556437,-1590907.3904080002,-75.73714478541049,Present in both years
IRN,IRN,Iran,,972346.36686,0.003312967228740985,0.0,0.0,-972346.36686,-100.0,Only in 2021 (no 2023 mirror data)
IRQ,IRQ,Iraq,,49.09734,1.6728388564213524e-07,0.0,0.0,-49.09734,-100.0,Only in 2021 (no 2023 mirror data)
ISL,ISL,Iceland,,19527.92415,6.653531597306271e-05,47.404464,1.8308215172064297e-07,-19480.519686,-99.75724780762219,Present in both years
ISR,ISR,Israel,,846953.13523,0.002885728868775034,589537.0,0.0022768679017008335,-257416.13523,-30.393197040364655,Present in both years
ITA,ITA,Italy,,12033617.8861,0.04100080286059297,5038715.019493,0.01946016703565934,-6994902.866607,-58.1280121474257,Present in both years
JAM,JAM,Jamaica,,61358.26553,0.00020905916846249284,138049.92143,0.0005331665950335416,76691.65589999998,124.98993450605771,Present in both years
JOR,JOR,Jordan,,67931.28391,0.0002314546802153408,4127.700213,1.5941710397860345e-05,-63803.583696999995,-93.9237123525169,Present in both years
JPN,JPN,Japan,,9127294.22592,0.031098410698235837,2815493.306872,0.010873798146461361,-6311800.919047999,-69.15303443515093,Present in both years
KAZ,KAZ,Kazakhstan,,7132346.6870036,0.02430124865316069,9788230.74393,0.03780340910798727,2655884.0569264004,37.23716994528451,Present in both years
KEN,KEN,Kenya,,140726.92226,0.00047948313228601575,34048.641848,0.0001315002446330238,-106678.280412,-75.8051684061608,Present in both years
KGZ,KGZ,Kyrgyz Republic,,348099.3429718,0.0011860400315332155,821560.21,0.0031729714529598585,473460.86702819995,136.01314584111572,Present in both years
KHM,KHM,Cambodia,,202043.25153,0.0006883994160113295,3291.71901,1.271304321066777e-05,-198751.53252,-98.37078497545797,Present in both years
KNA,KNA,St. Kitts and Nevis,,8.36412,2.8498132354565362e-08,0.0,0.0,-8.36412,-100.0,Only in 2021 (no 2023 mirror data)
KOR,KOR,"Korea, Rep. (South Korea)",,12986922.3385,0.04424889069992235,6122425.926,0.023645598277038427,-6864496.412500001,-52.8569913146401,Present in both years
KWT,KWT,Kuwait,,337.12599,1.1486517509533434e-06,1031.21439,3.982682926369346e-06,694.0884000000001,205.88397827174347,Present in both years
LAO,LAO,Lao PDR,,10663.93548,3.6334036901620914e-05,238.07128,9.194619773633065e-07,-10425.8642,-97.7675101237578,Present in both years
LBN,LBN,Lebanon,,22634.88555,7.712131870828479e-05,8928.226,3.4481959908421065e-05,-13706.659549999998,-60.5554621414907,Present in both years
LBR,LBR,Liberia,,5185.20182,1.7666959315683325e-05,0.0,0.0,-5185.20182,-100.0,Only in 2021 (no 2023 mirror data)
LBY,LBY,Libya,,0.53076,1.8083992970580423e-09,0.0,0.0,-0.53076,-100.0,Only in 2021 (no 2023 mirror data)
LCA,LCA,St. Lucia,,234.26394,7.981813709059601e-07,0.0,0.0,-234.26394,-100.0,Only in 2021 (no 2023 mirror data)
LKA,LKA,Sri Lanka,,283427.69221,0.0009656915354573577,146421.560611,0.0005654989448874777,-137006.13159900001,-48.3390068665161,Present in both years
LSO,LSO,Lesotho,,72.03472,2.4543585992119393e-07,0.0,0.0,-72.03472,-100.0,Only in 2021 (no 2023 mirror data)
LTU,LTU,Lithuania,,653275.37882,0.0022258322704111354,2316467.042,0.008946494373173654,1663191.66318,254.59273640224959,Present in both years
LUX,LUX,Luxembourg,,178655.24032,0.0006087120563162703,3629.867825,1.4019017530976204e-05,-175025.37249500002,-97.96822762181601,Present in both years
LVA,LVA,Latvia,,496651.52903,0.001692185311592158,1222800.651042,0.004722613767306228,726149.122012,146.20897743539157,Present in both years
MAC,MAC,"Macao SAR, China",,1107.08033,3.7720312204363276e-06,87.438156,3.376974316799627e-07,-1019.642174,-92.10191404990458,Present in both years
MAR,MAR,Morocco,,435581.00442,0.001484106530644668,98481.107368,0.00038034673360646176,-337099.89705200004,-77.39086269403943,Present in both years
MDA,MDA,Moldova,,415899.50744,0.0014170479631119188,144096.997,0.0005565211805209535,-271802.51044,-65.35292915181242,Present in both years
